series_id,name,units,f,date,amount
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2020Q3,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2020Q2,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2020Q1,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2019Q4,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2019Q3,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2019Q2,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2019Q1,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2018Q4,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2018Q3,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2018Q2,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2018Q1,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2017Q4,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2017Q3,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2017Q2,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2017Q1,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2016Q4,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2016Q3,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2016Q2,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2016Q1,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2015Q4,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2015Q3,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2015Q2,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2015Q1,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2014Q4,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2014Q3,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2014Q2,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2014Q1,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2013Q4,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2013Q3,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2013Q2,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2013Q1,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2012Q4,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2012Q3,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2012Q2,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2012Q1,0
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2011Q4,5.7035084900190505
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2011Q3,5.766559801700647
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2011Q2,5.736660938982262
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2011Q1,5.793165210012728
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2010Q4,null
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2010Q3,null
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2010Q2,null
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2010Q1,null
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2009Q4,5.905622531615271
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2009Q3,5.849422086521483
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2009Q2,5.793404040018329
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2009Q1,5.798126098696968
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2008Q4,5.87677639993327
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2008Q3,5.8538179982329925
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2008Q2,5.76057945434403
COAL.ASH_CONTENT.AK-94.Q,Ash content : Alaska : independent power producers (total) : quarterly,percent,Q,2008Q1,5.830591633578593
